昆明长水,昆明长水,昆明长水,昆明长水,昆明长水,昆明长水,昆明长水,昆明长水,昆明长水,昆明长水,广州白云,广州白云,广州白云,广州白云,广州白云,广州白云,广州白云,广州白云,广州白云,广州白云,北京首都,北京首都,北京首都,北京首都,北京首都,北京首都,北京首都,北京首都,北京首都,北京首都,北京大兴,北京大兴,北京大兴,北京大兴,北京大兴,北京大兴,北京大兴,北京大兴,北京大兴,北京大兴,深圳宝安,深圳宝安,深圳宝安,深圳宝安,深圳宝安,深圳宝安,深圳宝安,深圳宝安,深圳宝安,深圳宝安,杭州萧山,杭州萧山,杭州萧山,杭州萧山,杭州萧山,杭州萧山,杭州萧山,杭州萧山,杭州萧山,杭州萧山,成都天府,成都天府,成都天府,成都天府,成都天府,成都天府,成都天府,成都天府,成都天府,成都天府,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海虹桥,上海浦东,上海浦东,上海浦东,上海浦东,上海浦东,上海浦东,上海浦东,上海浦东,上海浦东,上海浦东,成都双流,成都双流,成都双流,成都双流,成都双流,成都双流,成都双流,成都双流,成都双流,成都双流,重庆江北,重庆江北,重庆江北,重庆江北,重庆江北,重庆江北,重庆江北,重庆江北,重庆江北,重庆江北,西安咸阳,西安咸阳,西安咸阳,西安咸阳,西安咸阳,西安咸阳,西安咸阳,西安咸阳,西安咸阳,西安咸阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,日期,航班架次,航班架次,航班架次,旅客人数,旅客人数,旅客人数,货邮重量（吨）,货邮重量（吨）,货邮重量（吨）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,日期,进港,出港,合计,进港,出港,合计,进港,出港,合计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-16,522,523,1045,76072,80539,156611,290.535,693.591,984.126,45704,668,665,1333,100465,106455,206920,2476.47,3717.2,6193.67,45704,616,617,1233,104033,92717,196750,2018.63,1753.27,3771.9,45704,482,488,970,76979,71435,148414,486.72,414.79,901.51,45704,619,630,1249,95284,94135,189419,1108.988,3122.681,4231.669,45704,433,446,879,68601,64489,133090,683.958,970.204,1654.1619999999998,45704,560,564,1124,80150,85817,165967,475.43,513.43,988.8599999999999,45704,387,387,774,68354,66076,134430,453.62,376.03,829.65,45704,777,776,1553,124600,109463,234063,4513,6112,10625,45704,310,314,624,44770,50336,95106,413.8,423.2,837,45704,489,484,973,71406,74742,146148,472.23,580.403,1052.633,45704,487,487,974,63569,68980,132549,324.4,222.2,546.5999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-17,515,515,1030,73838,78720,152558,308.288,698.889,1007.177,45705,675,673,1348,107506,108742,216248,2240.15,3372.1,5612.25,45705,616,602,1218,98498,91965,190463,1660.83,1769.81,3430.64,45705,484,471,955,76522,69897,146419,422.02,345.35,767.37,45705,613,602,1215,96787,91760,188547,1261.112,2297.157,3558.2690000000002,45705,463,443,906,71666,65407,137073,603.477,1084.578,1688.0549999999998,45705,552,536,1088,76386,81192,157578,502.06,521.28,1023.3399999999999,45705,395,394,789,71569,69553,141122,436.861,373.561,810.422,45705,771,753,1524,123477,106235,229712,2878,4504,7382,45705,308,295,603,42754,47243,89997,379.1,339.7,718.8,45705,489,492,981,70928,76378,147306,394.895,358.146,753.0409999999999,45705,466,467,933,60721,65298,126019,315.3,170.3,485.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-18,506,508,1014,76273,77569,153842,344.266,691.935,1036.201,45706,669,669,1338,103170,102973,206143,2291.18,3563.65,5854.83,45706,574,582,1156,89790,87811,177601,1668.82,1499.94,3168.76,45706,458,456,914,72334,68108,140442,478.78,414.42,893.2,45706,609,609,1218,93542,86582,180124,1599.2,3708.54900000001,5307.74900000001,45706,426,427,853,66633,62495,129128,596.465,1095.004,1691.469,45706,515,522,1037,72136,79448,151584,487.09,539.21,1026.3,45706,382,378,760,67567,65995,133562,521.649,490.798,1012.447,45706,733,727,1460,112810,99359,212169,3524,5414,8938,45706,299,296,595,40741,47698,88439,429.2,402.1,831.3,45706,477,481,958,68122,75027,143149,544.022,675.938,1219.96,45706,441,446,887,60435,63600,124035,373.4,193.9,567.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-19,499,492,991,77099,74466,151565,348.724,657.311,1006.0350000000001,45707,678,679,1357,104833,106743,211576,2268.68,3142.25,5410.93,45707,606,592,1198,96571,89844,186415,1875.78,1760.9,3636.68,45707,456,465,921,73161,69969,143130,479.82,371.98,851.8,45707,617,615,1232,94688,90820,185508,1793.543,3460.761,5254.304,45707,442,428,870,67680,63801,131481,644.364,1241.191,1885.555,45707,532,526,1058,74416,79777,154193,602.72,489.06,1091.78,45707,391,394,785,70796,68511,139307,591.41,515.98,1107.39,45707,746,746,1492,111930,102521,214451,4527,6390,10917,45707,298,304,602,41963,48208,90171,420.5,494.3,914.8,45707,470,470,940,66783,73290,140073,551.994,801.288,1353.282,45707,449,453,902,59635,64549,124184,364.4,197.7,562.0999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-20,501,504,1005,73882,75519,149401,359.582,718.274,1077.856,45708,679,674,1353,102543,107392,209935,2279.97,3859.34,6139.31,45708,590,604,1194,96838,88617,185455,1812,1798.96,3610.96,45708,474,466,940,75857,68860,144717,468.23,365.36,833.59,45708,625,627,1252,94323,93714,188037,1730.971,3915.393,5646.364,45708,429,444,873,64992,66692,131684,678.645,1197.214,1875.859,45708,526,526,1052,76572,78982,155554,498.34,488.42,986.76,45708,393,393,786,70432,68597,139029,599.009,516.009,1115.018,45708,747,755,1502,111476,108632,220108,4154,6627,10781,45708,303,301,604,43238,47034,90272,444.8,458.1,902.9000000000001,45708,482,477,959,71585,73850,145435,557.119,624.329,1181.4479999999999,45708,444,457,901,61861,62359,124220,360.2,175.8,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-21,510,511,1021,77288,77070,154358,335.861,734.861,1070.722,45709,673,684,1357,105624,108989,214613,2735.19,4202.9,6938.09,45709,615,629,1244,102967,96930,199897,2130.0724,2074.124,4204.1964,45709,480,484,964,77528,74067,151595,489.669,421.474,911.143,45709,638,637,1275,96848,97986,194834,1891.369,3449.394,5340.763,45709,443,446,889,68096,67867,135963,728.378,1288.417,2016.795,45709,541,548,1089,79299,81115,160414,596.75,599.72,1196.47,45709,396,406,802,72823,71042,143865,400.142,615.315,1015.457,45709,758,762,1520,116939,115841,232780,3983,5854,9837,45709,301,303,604,45670,48551,94221,404.9,497.7,902.5999999999999,45709,490,489,979,74459,75036,149495,534.112,656.076,1190.188,45709,465,466,931,69627,67874,137501,336.5,199.4,535.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-22,495,500,995,72866,74668,147534,359.171,769.404,1128.575,45710,683,666,1349,102463,106142,208605,2254.54,3312.85,5567.39,45710,604,596,1200,97747,89300,187047,2014.86,1971.48,3986.34,45710,473,469,942,73673,67951,141624,534.12,391.94,926.06,45710,624,620,1244,87030,92052,179082,1559.767,3749.787,5309.554,45710,427,434,861,65355,65276,130631,612.945,1009.554,1622.499,45710,550,540,1090,79370,77266,156636,502.98,529.99,1032.97,45710,377,372,749,64699,63847,128546,570.3,459.6,1029.9,45710,750,743,1493,114095,111208,225303,4256,6125,10381,45710,306,299,605,44517,43669,88186,399.4,519.6,919,45710,492,489,981,72714,72049,144763,548.898,793.42,1342.318,45710,452,453,905,65965,63229,129194,413.3,273.9,687.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-23,488,485,973,69026,71557,140583,337.617,781.361,1118.978,45711,671,664,1335,103939,106943,210882,2235.63,3626.25,5861.88,45711,610,606,1216,99057,91088,190145,2075.74,1869.12,3944.86,45711,477,476,953,74940,68702,143642,441.38,422.33,863.71,45711,613,618,1231,86681,93638,180319,1133.524,3553.049,4686.573,45711,429,436,865,64307,63957,128264,691.73,1268.3588,1960.0888,45711,531,532,1063,73965,77539,151504,499.78,537.26,1037.04,45711,392,393,785,66850,65212,132062,470.94,405.836,876.776,45711,758,752,1510,114986,110901,225887,4158,6746,10904,45711,301,300,601,42098,45011,87109,344.8,433.9,778.7,45711,476,465,941,69895,69025,138920,488.028,613.254,1101.282,45711,462,459,921,64832,63846,128678,355.9,188.8,544.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-24,476,477,953,68407,70079,138486,312.293,763.42,1075.713,45712,640,663,1303,100252,106331,206583,2015.29,4116.75,6132.04,45712,592,593,1185,91592,90145,181737,1604.7547,1710.243,3314.9977,45712,456,460,916,69573,65260,134833,394.052,354.401,748.453,45712,603,597,1200,86023,91759,177782,1204.538,2425.938,3630.476,45712,423,418,841,63261,63198,126459,646.28,1154.839,1801.119,45712,502,501,1003,69330,73081,142411,448.31,548.74,997.05,45712,391,389,780,65574,66150,131724,474.177,397.994,872.171,45712,718,723,1441,107268,107363,214631,2945,5222,8167,45712,297,290,587,40960,43333,84293,353.6,352.1,705.7,45712,437,449,886,63307,66823,130130,400.156,362.273,762.4290000000001,45712,439,436,875,56319,58095,114414,317.7,132.4,450.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-25,463,464,927,67658,68822,136480,360.42,777.613,1138.0330000000001,45713,668,663,1331,97632,103993,201625,2078.14,3415.83,5493.97,45713,587,572,1159,87174,84919,172093,1752.6,1711.18,3463.78,45713,453,450,903,67994,63728,131722,514.54,361.86,876.4,45713,612,608,1220,84995,87644,172639,1740.26,3961.743,5702.003,45713,409,409,818,61808,61823,123631,603.68,1157.35,1761.0299999999997,45713,487,494,981,67011,71401,138412,492.05,679.83,1171.88,45713,384,379,763,64407,65014,129421,563.97,518.43,1082.4,45713,710,703,1413,100281,100079,200360,3358,5789,9147,45713,295,299,594,40751,43195,83946,412.6,446.7,859.3,45713,451,440,891,64832,64434,129266,554.127,778.585,1332.712,45713,428,430,858,57981,58781,116762,427.5,191,618.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-26,464,460,924,66618,68402,135020,380.797,786.288,1167.085,45714,683,679,1362,101097,108576,209673,2240.72,3777.15,6017.87,45714,593,598,1191,93405,89374,182779,1987.79,1961.91,3949.7,45714,455,456,911,70088,66305,136393,523.93,463.48,987.41,45714,625,620,1245,88181,91211,179392,1905.507,3723.566,5629.073,45714,425,422,847,64166,64514,128680,718.32,1329.58,2047.9,45714,492,487,979,69732,70863,140595,593.78,612.22,1206,45714,386,388,774,68940,69319,138259,580.419,564.553,1144.972,45714,716,728,1444,101245,106029,207274,3989,6433,10422,45714,301,298,599,45063,45035,90098,452.9,513.3,966.1999999999999,45714,458,455,913,66724,67565,134289,625.092,838.103,1463.195,45714,426,429,855,56242,57628,113870,371.9,376.3,748.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-27,456,458,914,67625,68921,136546,342.042,826.138,1168.18,45715,686,677,1363,101368,107420,208788,2337.48,3540.75,5878.23,45715,585,592,1177,91693,86256,177949,1905.339,1826.678,3732.017,45715,459,458,917,71374,66072,137446,498.792,384.082,882.874,45715,627,626,1253,90593,92893,183486,2057.593,4168.275,6225.8679999999995,45715,430,428,858,64293,66523,130816,661.8959,1320.6469,1982.5428,45715,488,482,970,70914,71370,142284,510.63,550.07,1060.7,45715,392,390,782,68336,68411,136747,679.627,595.359,1274.986,45715,732,725,1457,104479,105941,210420,3860,7032,10892,45715,306,307,613,45182,44974,90156,432,567.3,999.3,45715,449,454,903,66887,68539,135426,549.346,710.533,1259.879,45715,430,431,861,56630,58680,115310,484.4,191.6,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-28,478,478,956,70349,73098,143447,322.228,934.163,1256.391,45716,665,679,1344,102949,109022,211971,2224.22,4090.92,6315.14,45716,603,607,1210,100609,95669,196278,1946.24,1829.81,3776.05,45716,466,464,930,73625,71350,144975,543.72,444.88,988.6,45716,630,625,1255,94203,96777,190980,1897.709,3913.335,5811.044,45716,425,438,863,64724,66667,131391,863.794,1257.421,2121.215,45716,503,509,1012,74502,76138,150640,606.44,633.64,1240.08,45716,377,383,760,69907,71051,140958,609.45,507.04,1116.49,45716,676,680,1356,104106,105283,209389,4052,6013,10065,45716,282,290,572,43473,45778,89251,368.9,468.9,837.8,45716,453,449,902,69846,68979,138825,577.097,653.579,1230.676,45716,447,444,891,63584,63763,127347,423.7,294.8,718.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01,454,453,907,65824,67094,132918,327.643,892.284,1219.927,45717,686,666,1352,100300,102496,202796,2683.02,4115.4,6798.42,45717,590,584,1174,91694,84585,176279,2250.22,2244.21,4494.43,45717,462,456,918,68843,63833,132676,536.33,435.48,971.81,45717,614,614,1228,82052,88849,170901,1638.336,3791.974,5430.31,45717,436,423,859,64651,64968,129619,701.76,1104.627,1806.387,45717,485,484,969,69892,69847,139739,536.41,692.47,1228.88,45717,368,360,728,61724,60470,122194,626.961,491.24,1118.201,45717,749,745,1494,108514,109429,217943,4030,6700,10730,45717,311,293,604,43404,40990,84394,433.2,521.5,954.7,45717,452,454,906,65743,66158,131901,521.995,719.327,1241.3220000000001,45717,420,421,841,55261,56834,112095,371.7,212.184,583.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-02,449,449,898,65218,65915,131133,319.208,860.619,1179.827,45718,649,656,1305,95240,100864,196104,2501.64,4243.66,6745.3,45718,580,595,1175,92701,83322,176023,1941.227,1913.617,3854.844,45718,455,466,921,68610,63540,132150,501.099,463,964.099,45718,612,618,1230,84758,89717,174475,1232.424,3809.881,5042.305,45718,405,420,825,59384,62689,122073,700.806,1242.139,1942.945,45718,507,508,1015,68487,73281,141768,543,663.59,1206.5900000000001,45718,375,384,759,62147,63088,125235,475.601,465.604,941.205,45718,732,733,1465,108317,108822,217139,4241,6706,10947,45718,295,293,588,38411,43550,81961,383.7,451.6,835.3,45718,433,443,876,59941,65968,125909,501.965,649.144,1151.109,45718,450,443,893,55681,60776,116457,382.5,258.9,641.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-03,434,437,871,62504,64113,126617,292.349,857.509,1149.858,45719,520,545,1065,79398,83406,162804,1865.99,3246.19,5112.18,45719,587,574,1161,88883,82928,171811,1843.13,1967.77,3810.9,45719,444,440,884,63402,60719,124121,432.43,420.18,852.61,45719,567,571,1138,78732,84890,163622,1220.117,2484.31,3704.4269999999997,45719,397,405,802,56173,60116,116289,636.656,1087.883,1724.539,45719,467,461,928,62686,67227,129913,513.47,701.49,1214.96,45719,364,354,718,60305,60450,120755,458.26,336.57,794.83,45719,682,678,1360,100849,98731,199580,2523,5191,7714,45719,284,287,571,37683,42924,80607,345.3,388.9,734.2,45719,417,428,845,58782,64595,123377,368.532,493.655,862.187,45719,407,429,836,49423,54045,103468,296.1,185.9,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-04,412,411,823,60753,62324,123077,376.498,883.48,1259.978,45720,652,652,1304,92761,97201,189962,2252.86,3642.44,5895.3,45720,548,547,1095,77643,80185,157828,1768.93,1824.37,3593.3,45720,433,419,852,62904,59546,122450,543.62,376.38,920,45720,586,568,1154,80237,80625,160862,1726.456,4321.206,6047.662,45720,431,404,835,63568,60028,123596,756.216,1016.094,1772.31,45720,438,435,873,58795,62992,121787,457.17,779.12,1236.29,45720,368,365,733,62340,62185,124525,637.044,534.594,1171.638,45720,712,697,1409,100576,96696,197272,3766,6191,9957,45720,283,284,567,41454,38614,80068,481.6,473.1,954.7,45720,445,424,869,61932,63143,125075,567.485,836.245,1403.73,45720,384,380,764,47120,50857,97977,375.1,199,574.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
